id,name,officialAllergenStatus,sourceFamily,parserProfile,totalItemCount,officialItemCount,officialCoverageRatio,directAverageAllergenCount,crossContactAverageAllergenCount,directItemWithAnyCount,directItemWithAnyRatio,crossContactItemWithAnyCount,crossContactItemWithAnyRatio,officialEvidenceBucket,officialFullMatrixOrApiCount,officialIngredientDisclosureCount,officialProductSectionCount,officialGlobalCrossContactNoteCount,suspiciousOfficialParserFragmentCount,dominantDirectAllergenSet,dominantDirectAllergenSetCount,dominantDirectAllergenSetRatio,dominantCrossContactSet,dominantCrossContactSetCount,dominantCrossContactSetRatio,suspiciousRowCount,classifications,remediationBucket,reviewNote,sourceUrls,evidenceSnippets
ser-restaurant-arlington-va,SER Restaurant,not-found,third-party-menu,third-party-menu,122,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://serrestaurant.com/menu/serrestaurant | https://serrestaurant.com/order/serrestaurant/item-veggie-paella_18195dd0-e950-41bf-9062-9527f19bb31a | https://www.grubhub.com/restaurant/ser-restaurant-1110-n-glebe-rd-arlington/1720584 | https://www.opentable.com/r/ser-arlington | https://serrestaurant.com/menu | https://d28f3w0x9i80nq.cloudfront.net/restaurantImages/7c021587-4d4d-4df5-a86f-613055813c2f/Dinner.pdf | https://d28f3w0x9i80nq.cloudfront.net/restaurantImages/7c021587-4d4d-4df5-a86f-613055813c2f/Lunch.pdf | https://d28f3w0x9i80nq.cloudfront.net/restaurantImages/7c021587-4d4d-4df5-a86f-613055813c2f/Desserts.pdf | source-fetch-limit:8,"Presa de Ibérico Ahumada Smoked Pork Shoulder, Papas Arrugadas, Mojo Picón Costillas Asadas (GF) Short Ribs, Thyme, | Salted Cod, EVOO Emulsion, Garlic, Cayenne, Bell Peppers, Mushrooms | Deep Fried Barbarella Eggplant, Honey-Yogurt Sauce, Lemon Zest | Grilled cheese and ham sandwich with tomato soup"
mama-tigre-oakton-va,Mama Tigre,not-found,generic-website,generic-website,174,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://mamatigre.com/menu/ | https://mamatigre.com/lunch-menu/ | https://mamatigre.com/vegan-gluten-free-menu/ | https://mamatigre.com/ | https://mamatigre.com/happy-hour-menu/ | https://mamatigre.com/vegetarian-menu/ | https://mamatigre.com/kids-menu/ | https://mamatigre.com/bar-menu-3/ | https://order.toasttab.com/online/mama-tigre | https://mamatigre.com/menus,5 CHEESE QUESADILLA | 5 PIECES OF SHRIMP | LUNCH MENU LUNCH* | A LA SIGNATURE TACO | BAJA FISH TACO
mita-dc,MITA,not-found,manual-review,accommodation-policy-shell,3,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.opentable.com/r/mita-washington,(202)-929-7792 (During our business hours) | Join our mailing list for updates | Thanks for submitting!
xiquet-dc,Xiquet by Danny Lledo,not-found,manual-review,accommodation-policy-shell,7,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.xiquetdl.com/menus,"Alicante method paella, Maine lobster, Kaviari baenki caviar | blue crab fritter, old bay aioli | dry-aged squab, foie mousse cake, intense game jus | lobster, potato saffron | scallop mosaic, Hokkaido uni, petrossian ossetra caviar, lime pearls, yuzu vinaigrette"
lavant-garde-dc,L'Avant-Garde,not-found,manual-review,accommodation-policy-shell,38,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.lavantgardedc.com/menus,"Eggplant caviar, red pepper coulis, caponata, and chickpea tuile. Marked gluten-free friendly on the menu. | Hand knife-cut beef fillet, shallots, caper berries, and quail egg. Add clarified butter fries available. | For two, served with clarified butter fries, bearnaise sauce, and vegetables of the day. Marked gluten-free friendly on the menu. | French Riviera style with turned potatoes, candied lemon and capers, lemon beurre blanc. Marked gluten-free friendly on the menu. | Fresh burrata with seasonal tomatoes and strawberry, rose-water vinaigrette. Marked gluten-free friendly on the menu."
rye-bunny-dc,Rye Bunny,not-found,manual-review,accommodation-policy-shell,2,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.ryebunny.com/faq-1,MON–THURS: 5:30–9:00 PMFRI–SAT: 5:00–9:00 PMSUNDAY: CLOSED | We can accommodate parties of up to six guests.
naja-mediterranean-mosaic-fairfax-va,NAJA Mediterranean,not-found,generic-website,generic-website,97,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,"https://halabynaja.com/menu | https://halabynaja.com/ | https://opbkfijsgaqwmglzfvnt.supabase.co/rest/v1/menu_categories?select=id,name,description,menu_type,menu_items(id,name,description,price)&order=display_order.asc&menu_items.order=display_order.asc","Labne, aleppo, cherry tomato, pomegranate molasses $16 | Eggplant, yogurt, smoked paprika $7 | Roasted eggplant, yogurt, smoked paprika | Roasted eggplant, yogurt, paprika $9 | Turkey bacon, chives $14"
ometeo-tysons-va,Ometeo,extracted,toast,toast-menu,110,3,0.027,0,0,0,0,0,0,official-disclosure-only,0,0,3,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://www.ometeotexmex.com/menu/dinner-texmex/ | https://www.ometeotexmex.com/menu/lunch/ | https://www.ometeotexmex.com/menu/brunch/ | https://www.ometeotexmex.com/menu/desserts/ | https://www.ometeotexmex.com/menu/kids/ | https://order.toasttab.com/online/ometeo-1640-capitol-one-drive,"Queso Cotija, Cilantro | Yellowfin Tuna, Pink Glow Pineapple, Avocado, Habanero | Marinated Chicken Breast | Aves Con Todo Fajita (Chicken) | Aves Fajita (Chicken)"
parkway-deli-silver-spring-md,Parkway Deli,not-found,generic-website,generic-website,142,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.theparkwaydeli.com/menu.html | https://www.theparkwaydeli.com/Menus/Restaurant.pdf | https://order.spoton.com/inno-parkway-deli-22013/silver-spring-md/6765be0f4cf9ad58a24fa34c | https://theparkwaydeli.com/ | https://theparkwaydeli.com/menu | https://theparkwaydeli.com/menus,"Apple Pie | Bacon | Bacon, avocado & tomato over romaine | plain, poppy, sesame, onion, cinnamon raisin or everything. Served with reg, veggie, light or chive cream cheese | Baked Beans"
imperfecto-dc,Imperfecto,not-found,manual-review,accommodation-policy-shell,40,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.opentable.com/r/imperfecto-the-chefs-table-washington,"Taylor Fladgate, | Bomba rice, truffled chicken, dates Ink Grade , Zinfandel blend, Howell Mountain, CA 2018 | Cacao cookie, 72% sorbet, 55% ganache, 40% chocolate custard, 38% caramel tuile, 35% feuilletine crisp, 33% gelée Remo Farina Recioto della Valpolicella, Italy 2020 We will seek perfection. We will never achieve it. We d | Gem lettuce, hearts of palm, dressing, anchovy vinaigrette, whitefish roe CRUDO TOSTADA Heirloom corn tortilla, bluefin tuna, octopus & kalamata “asiento”, avocado, salsa macha OYSTERS Half dozen seasonal oysters, house  | Royal Osetra Caviar (.5/1 oz) •••"
rooster-owl-dc,Rooster & Owl,not-found,generic-website,generic-website,55,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.roosterowl.com/menu | https://www.roosterowl.com/s/FOOD-MENU-AUGUST-2022.pdf | https://www.roosterowl.com/s/FOOD-MENU.pdf | https://order.toasttab.com/online/sidechickva,"tofu | preserved mustard stem | Sichuan chili oil | yellow curry | Okinawa sweet potato | horseradish (gf) | frigola | green harissa | cucumber | whipped tofu | nam jim | sourdough (v) | allium broth | ramp salsa verde | asparagus (gf, v)"
river-club-dc,River Club,not-found,generic-website,generic-website,48,6,0.125,0,0,0,0,0,0,official-disclosure-only,0,6,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://www.riverclubdc.com/menu/dinner/ | https://www.riverclubdc.com/menu/dinner-prix-fixe/ | https://www.riverclubdc.com/menu/lunch/ | https://www.riverclubdc.com/menu/brunch-menu/ | https://www.riverclubdc.com/menu/dessert/ | source-fetch-limit:5,"smoked lamb belly, pecorino, calabrian chili aioli *contains allium | pedro ximenez caramel | Challah, 7 spice, whipped labneh, blueberry + arak compote, pistachio crumble | arbequina, guindilla pepper, garlic, 50-yr sherry vinegar, insalata mixta, saffron rice *contains allium | whole branzino, arbequina olive oil, garlic, guindilla pepper, manzanilla sherry wine *contains allium"
peter-chang-mclean-va,Peter Chang McLean,extracted,toast,toast-menu,143,3,0.021,0,0,0,0,0,0,official-disclosure-only,0,0,3,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/peter-chang-mclean-6715-lowell-avenue-unit-a | https://order.toasttab.com/online/peter-chang-mclean-6715-lowell-avenue-unit-a/item--bird-nest-black-pepper-seafood_be557e0b-c662-44ea-8aa1-245e3f0772d3,Beef Fried Rice | Beef Lomein
beteseb-silver-spring-md,Beteseb,not-found,generic-website,generic-website,44,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.betesebrestaurant.com/ | https://www.betesebrestaurant.com/menu-1?menu=lunch--dinner-1 | https://www.betesebrestaurant.com/menu-1?menu=breakfast | https://www.betesebrestaurant.com/_api/v1/access-tokens | https://www.betesebrestaurant.com/menu | https://www.betesebrestaurant.com/menu-1 | https://www.betesebrestaurant.com/_api/restaurants-menus-item/v1/items,"Chopped cabbage, sliced carrots and potato, simmered with onions glarlic, ginger and vegetable oil | fresh meat and chicken | Ethiopian steak tartar, from selected lean roundsteack seasoned with purified and herbed butter sauce and hot spiced chilles powder (mitmita). served with home made cheese"
providencia-dc,Providencia,not-found,generic-website,generic-website,8,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.barprovidenciadc.com/ | https://www.barprovidenciadc.com/menu | https://www.barprovidenciadc.com/about | data/fixtures/providencia-official-image-menu.json,"Guava, strawberry, coconut, matcha cream, Maria cookie. | Tomatillo salsa and organic heirloom masa chip. Marked vegan on the menu. | White onion, kimchi, scallions, gochujang vinaigrette. | Maryland crab, lettuce, milk bread. | Toast points, hot honey, Camembert cheese."
fountain-inn-dc,The Fountain Inn,not-found,website-menu-pdfs,website-menu-pdfs,15,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.fountaininndc.com/menu | https://static1.squarespace.com/static/60dd0bd7fd9e8114cef1d264/t/69f48e774222e1470e9b9c87/1777634936008/Fountain+Inn+Spring+2026+Food+Menu.pdf | https://static1.squarespace.com/static/60dd0bd7fd9e8114cef1d264/t/69f48e93b3cb234eb3e933a1/1777634963472/Fountain+Inn+Spring+2026+Drinks+Menu.pdf | source-fetch-limit:4 | data/fixtures/fountain-inn-official-pdf-menu.json,"White bean puree, salsa verde, radish and spring things. | Whipped gorgonzola, celery salad. | Pepper marmalade, candied cashews seeds, soft tofu. | Summer pepper stew, braised beans, olives and fennel, herb chutney. | Fresh espresso."
farmers-and-distillers-dc,Farmers & Distillers,not-found,website-menu-pdfs,founding-farmers-pdf-menu,169,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.wearefoundingfarmers.com/location/founding-farmers-distillers/ | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFD-FirstBake_3.18.26_F.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFD-Breakfast_10.21.25_PHASE-4_F.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFD-Brunch_10.7.25_F.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFD-LunchDinner_5.11.26_F.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFD-Dessert_6.16.26_F.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFBBQ_DinnerService_FFD_5.19.26_F3.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2023/03/FFBBQ_FamilyMeal_5.19.26_F3.pdf | https://www.wearefoundingfarmers.com/wp-content/uploads/2024/01/America250_SpecialMenu_6.14.26_F.pdf | https://www.wearefoundingfarmers.com/menus/?dc/breakfast-brunch,"2 Breakfast Tacos scrambled eggs, cotija cheese, cilantro, onions, Bucky’s hot sauce add: bacon | 4 Cone Flight Official Founding Farmers DC dessert menu item. | Aged NY Strip Official Founding Farmers DC lunch & dinner menu item. | Apple Pie vanilla ice cream | Artichoke Florentine Official Founding Farmers DC breakfast/brunch menu item."
tiffin-hut-herndon-va,Tiffin Hut,not-found,generic-website,generic-website,25,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,"https://tiffin-hut.square.site/ | https://tiffin-hut.square.site/s/order | https://tiffin-hut.square.site/app/store/api/v28/editor/users/150516342/sites/508213782658813383/products?page=1&per_page=200&include=images,media_files,discounts",1 Batter | BUN MALAI | BUN MASKA | BUTTERMILK | Curry
little-grand-dc,The Little Grand,not-found,website-menu-pdfs,website-menu-pdfs,18,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://littlegranddc.com/ | https://static1.squarespace.com/static/61df3555b719340c998e2dc2/t/69ca9558e380e6305443d21b/1774884184032/TLG-Web+Menu-260330.pdf | https://littlegranddc.com/menu | source-fetch-limit:4 | data/fixtures/little-grand-official-pdf-menu.json,"Gigantes, white wine vinegar, oregano, extra virgin olive oil. | Local pastured beef, tomato sauce, parsley, pecorino. | Marcona almonds, sumac. | Tomato sauce, whole milk mozzarella, fior di pizza, grana padano, basil, pecorino. | Heritage breed pork with figs, pistachios and blue cheese, crostini, pickles, mustard."
cafe-riggs-dc,Cafe Riggs,not-found,website-menu-pdfs,website-menu-pdfs,25,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.riggsdc.com/cafe-riggs-menus/ | https://www.riggsdc.com/eat-drink/cafe-riggs/ | https://www.riggsdc.com/media/wyonup3v/cafe-riggs_dinner-menu_050323-ada.pdf | https://www.riggsdc.com/experiences/brunch-at-cafe-riggs/ | data/fixtures/cafe-riggs-official-pdf-menu.json,"Radish, buttermilk dressing, blackberry. | Wagyu, capers, farm egg, sourdough. | Golden raisin, Marcona almond. | Asparagus, pistachio, radish. | Lobster sauce."
vace-italian-delicatessen-bethesda-md,Vace Italian Delicatessen Bethesda,not-found,website-menu-pdfs,website-menu-pdfs,20,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://vaceitaliandeli.com/menus/ | https://vaceitaliandeli.com/wp-content/uploads/2024/05/menu.pdf | https://vaceitaliandeli.com/wp-content/uploads/2025/06/menu-new.pdf,"Strawberry, pistachio and chocolate gelato all coated with chocolate and drizzled with white chocolate. | South American style stuffed turnovers.Availbe flavors are Beef, (Chilean style) with raisins, a hard-boiled egg and olives. Or a spinach and cheese. Sales tax is Additional DC 10% and Maryland 6% 4705 Miller Ave. | With Fresh Or Sun-dried Tomato, Basil And Balsamic Vinaigrette. Genoa Salami: $ Genoa Salami, Provolone Cheese And Italian Dressing. Ham: $ Ham, Provolone Cheese And Italian Dressing. Turkey: $ Turkey, Provolone Cheese A | Home Made Products | Genoa Salami, Ham, Mortadella, Mozzarella Cheese And Italian Dressing"
lydia-on-h-dc,Lydia on H,not-found,third-party-menu,third-party-menu,18,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://lydiaonhdc.com/ | https://lydiaonhdc.com/menu | https://def.uber.com/en/challenge?from_service=d2ViLWVhdHMtdjI%3D&q=Mzg1M2YxNTcwN2QxZDNhZDkyZDc5NjExMTk3ZWUxODk6SWdqdU1HQ0dZZWM5SXF3ZTpvMTZOUFg4ZjJmYko1VVNnQkhFUk1qNnFCbVlWMDUxYkVPdGxkZFkxRDlkYjV1ZFE1MFlFbjI0UlBIQm5vVFZiQktrdXlxMFFMT2JuSnorTlBJek0zd3RBRXJITkFWMzM1Y3g4Qlkyem1adHVEWXZMOUtya0tpdExIaUNCSmVxN1lScWd5VS9tL3E4S1NQSXk2YWNTcFVOZkIvUEx1eHN5S0ptSndlMTBJZnFLbFpUVThINHF4eGNTdnp1Q1FTR2VreUpETlpBd25uSmRGTHRwSVBIT0grbldzSnVESDBGejFreXFKZUdoTHZPc2VLdnFPL3U2YUpSSDczc29IRExIdUdVSFhRalV5ZmtTbWJnaFdvbFA1dkJyblVnPTo3RXdUZEltbFFWMkZwOUI4TVF2WG13PT0%3D | https://lydiaonhdc.com/menu?item=lamb-over-rice-THa4&matchItemName=Lamb%20over%20rice | https://lydiaonhdc.com/menu?item=lydias-curry-chicken-FUP0&matchItemName=Lydia%27s%20Curry%20Chicken | https://lydiaonhdc.com/menu?item=salmon-shrimp-rasta-pasta-QPH7&matchItemName=Salmon%20%26%20Shrimp%20Rasta%20Pasta | https://lydiaonhdc.com/menu?item=hh-wings-till7pm-jerk-hot-honey-old-bay-HDRG&matchItemName=HH%20WINGS(%20till7pm)-%20Jerk%2C%20Hot%20Honey%2C%20Old%20Bay | https://lydiaonhdc.com/menu?item=rum-cake-H59v | https://lydiaonhdc.com/menu?item=fried-oreo-KfRo | https://lydiaonhdc.com/menu?item=chopped-kale-salad-DbvU,"Fresh, hearty kale chopped and tossed in a bright, flavorful dressing. Crisp, clean, and packed with goodness — a refreshing balance to the bold flavors on your plate. | Chopped Kale Salad | Golden, oven-roasted Brussels sprouts drizzled with sweet honey for the perfect sweet-and-savory finish. Crispy on the outside, tender on the inside — the side dish that always surprises."
menya-hosaki-dc,Menya Hosaki,not-found,generic-website,generic-website,2,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.menyahosakidc.com/ | https://www.menyahosakidc.com/new-page | https://www.menyahosakidc.com/tsukemen_dc | https://www.menyahosakidc.com/menu,"Every Tuesday in Spring & Summer, Menya Hosaki turns into a Tsukemen-only shop, offering “tsukemen of the day” for lunch from 11 AM to 2 PM or sell-out. Please check us out on our INSTAGRAM PAGE for the latest update. | TOKUSEI/TSUKEMEN TUESDAY [ONLY SERVING SPECIAL BOWL OF THE DAY]Lunch 11 am – 2 pm"
dear-sushi-love-makoto-dc,"Dear Sushi at Love, Makoto",extracted,toast,toast-menu,69,40,0.58,3.125,0,40,1,0,0,official-disclosure-only,0,0,40,0,0,egg | gluten | milk | soy,5,0.125,,40,1,0,,none,,https://www.lovemakoto.com/menus | https://www.lovemakoto.com/reservations | https://order.toasttab.com/online/lovemakotodc,"Our sushi omakase experience celebrates both traditional and envelope-pushing takes on sushi. | Ajitama / Soft Boiled Egg | Contains: Egg, Fish, Soy | Beef Curry | Latte"
raku-bethesda-md,Raku Bethesda,not-found,website-menu-pdfs,website-menu-pdfs,105,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.rakuasiandining.com/bethesdarow | https://www.rakuasiandining.com/ | https://static1.squarespace.com/static/55ceaddbe4b061baebe07a9b/t/66ba3a302397410aa1f14bf6/1723480679226/96287+Raku+Menu+Bethesda+2024.pdf | https://www.rakuasiandining.com/menu,Fried | Brussel Sprouts | Shiitake | Bonito Flakes | Dashi | ALMOND SHRIMP MAYO TEMPURA | 6 PCS: Asparagus | Avocado | Cucumber CRUNCHY AVO-Q 7 Gluten Free 6 PCS: Avocado | Cucumber | Tempura Flakes | 6 PCS: Hosomaki |Asparagus | Fire Roasted Red Pepper | BEEF CURRY
